dataset_naslov,dataset_name,format,resurs,url,zadnja_izmjena
Geoportal Ustanove za branitelje,geoportal-ustanove-za-branitelje,CSV,Geoportal Ustanove za branitelje,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Geoportal_ustanova_za_branitelje/FeatureServer/replicafilescache/Geoportal_ustanova_za_branitelje_299367612036607141.csv,2022-12-09
Geoportal Ustanove za branitelje,geoportal-ustanove-za-branitelje,GEOJSON,Geoportal Ustanove za branitelje,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Geoportal_ustanova_za_branitelje/FeatureServer/replicafilescache/Geoportal_ustanova_za_branitelje_-3924332151953522156.geojson,2022-12-09
Geoportal Ustanove za osobe s invaliditetom,geoportal-ustanove-za-osobe-s-invaliditetom,CSV,Geoportal Ustanove za osobe s invaliditetom,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Geoportal_ustanove_TUR_i_OSI/FeatureServer/replicafilescache/Geoportal_ustanove_TUR_i_OSI_-560733601997651426.csv,2022-12-09
Geoportal Ustanove za osobe s invaliditetom,geoportal-ustanove-za-osobe-s-invaliditetom,GEOJSON,Geoportal Ustanove za osobe s invaliditetom,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Geoportal_ustanove_TUR_i_OSI/FeatureServer/replicafilescache/Geoportal_ustanove_TUR_i_OSI_-7182187914465045449.geojson,2023-01-11
Geoportal Učenički domovi,geoportal-ucenicki-domovi,CSV,Geoportal Učenički domovi,https://opendata.arcgis.com/api/v3/datasets/25bdb57e84e443b38ecf47a912b5c2d1_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2022-12-08
Geoportal Učenički domovi,geoportal-ucenicki-domovi,GEOJSON,Geoportal Učenički domovi,https://opendata.arcgis.com/api/v3/datasets/25bdb57e84e443b38ecf47a912b5c2d1_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2022-12-08
Geoportal Visokoškolske ustanove,geoportal-visokoskolske-ustanove,CSV,Geoportal visokoškolske ustanove,https://opendata.arcgis.com/api/v3/datasets/3f6954c6679f4b299f738304542a4837_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2022-12-09
Geoportal Visokoškolske ustanove,geoportal-visokoskolske-ustanove,GEOJSON,Geoportal visokoškolske ustanove,https://opendata.arcgis.com/api/v3/datasets/3f6954c6679f4b299f738304542a4837_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2022-12-09
Geoportal Vjerske zajednice,geoportal-vjerske-zajednice,CSV,Geoportal Vjerske zajednice,https://opendata.arcgis.com/api/v3/datasets/26e9553b2fb34513ac2f8e4468d6b652_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2022-12-09
Geoportal Vjerske zajednice,geoportal-vjerske-zajednice,GEOJSON,Geoportal Vjerske zajednice,hhttps://opendata.arcgis.com/api/v3/datasets/26e9553b2fb34513ac2f8e4468d6b652_0/downloads/data?format=shp&spatialRefId=4326&where=1%3D1,2022-12-09
Geoportal Zdravstvene ustanove,geoportal-zdravstvene-ustanove,CSV,Geoportal Zdravstvene ustanove,https://opendata.arcgis.com/api/v3/datasets/fcadb80196684cc09f8c8a76852a4aa9_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2022-12-09
Geoportal Zdravstvene ustanove,geoportal-zdravstvene-ustanove,GEOJSON,Geoportal zdravstvene ustanove,https://opendata.arcgis.com/api/v3/datasets/fcadb80196684cc09f8c8a76852a4aa9_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-01-11
Geoportal autobusna stajališta ZET,geoportal-autobusna-stajalista-zet,CSV,Geoportal Autobusna stajališta ZET,https://opendata.arcgis.com/api/v3/datasets/5bb011e6d69d47f0bac02f768da1ad8a_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2022-06-23
Geoportal autobusna stajališta ZET,geoportal-autobusna-stajalista-zet,GEOJSON,Geoportal autobusna stajališta ZET,https://opendata.arcgis.com/api/v3/datasets/5bb011e6d69d47f0bac02f768da1ad8a_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-01-11
Geoportal benzinske postaje,geoportal-benzinske-postaje,CSV,Geoportal benzinske postaje,https://opendata.arcgis.com/api/v3/datasets/05fa1c92366e415c8ce813b9e28da8c5_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2022-06-23
Geoportal benzinske postaje,geoportal-benzinske-postaje,GEOJSON,Geoportal benzinske postaje,https://opendata.arcgis.com/api/v3/datasets/05fa1c92366e415c8ce813b9e28da8c5_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-01-09
Geoportal besplatna WiFi mreža,geoportal-besplatna-wifi-mreza,CSV,Geoportal besplatna WiFi mreža,https://opendata.arcgis.com/api/v3/datasets/59efced0d006469fa858ab07764735b0_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2022-06-23
Geoportal besplatna WiFi mreža,geoportal-besplatna-wifi-mreza,GEOJSON,Geoportal besplatna Wi-Fi mreža,https://opendata.arcgis.com/api/v3/datasets/59efced0d006469fa858ab07764735b0_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-01-09
Geoportal biciklističke staze,geoportal-biciklisticke-staze,CSV,Geoportal biciklističke staze,https://opendata.arcgis.com/api/v3/datasets/b10db2ae3a5b4e4b8dbee85a89d4b5b1_4/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2022-06-23
Geoportal biciklističke staze,geoportal-biciklisticke-staze,GEOJSON,Geoportal biciklističke staze,https://opendata.arcgis.com/api/v3/datasets/b10db2ae3a5b4e4b8dbee85a89d4b5b1_4/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2022-06-23
Geoportal druge javne ustanove,geoportal-druge-javne-ustanove,CSV,Geoportal druge javne ustanove,https://opendata.arcgis.com/api/v3/datasets/29edc0bf8d604e759bc641fcfd9fec3a_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2022-06-23
Geoportal druge javne ustanove,geoportal-druge-javne-ustanove,GEOJSON,Geoportal druge javne ustanove,https://opendata.arcgis.com/api/v3/datasets/29edc0bf8d604e759bc641fcfd9fec3a_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-01-10
Geoportal električne punionice,geoportal-elektricne-punionice,CSV,Geoportal električne punionice,https://opendata.arcgis.com/api/v3/datasets/4a4fc728724b4d319c27a9f647a0bb62_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2022-06-23
Geoportal električne punionice,geoportal-elektricne-punionice,GEOJSON,Geoportal Električne punionice,https://opendata.arcgis.com/api/v3/datasets/4a4fc728724b4d319c27a9f647a0bb62_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-01-10
Geoportal gradska trgovačka društva,geoportal-gradska-trgovacka-drustva,CSV,Gradska trgovačka društva i podružnice ZGH,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Geoportal_gradska_trgovacka_drustva/FeatureServer/replicafilescache/Geoportal_gradska_trgovacka_drustva_362791104602188107.csv,2024-03-21
Geoportal gradska trgovačka društva,geoportal-gradska-trgovacka-drustva,GEOJSON,Gradska trgovačka društva i podružnice ZGH,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Geoportal_gradska_trgovacka_drustva/FeatureServer/replicafilescache/Geoportal_gradska_trgovacka_drustva_-4659600723509782750.geojson,2023-04-27
Geoportal gradske tržnice,geoportal-gradske-trznice,CSV,Gradske tržnice,https://opendata.arcgis.com/api/v3/datasets/55461536a14e46a69c81a0a67e56c53f_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-26
Geoportal gradske tržnice,geoportal-gradske-trznice,GEOJSON,Gradske tržnice,https://opendata.arcgis.com/api/v3/datasets/55461536a14e46a69c81a0a67e56c53f_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-26
Geoportal gradski vrt,geoportal-gradski-vrt,CSV,Geoportal gradski vrtovi,https://data.zagreb.hr/dataset/ab4a3751-c938-494f-bfd7-dc78eaba2085/resource/79f97a3e-fe0a-46c2-8434-d3e1123d4250/download/geoportalgradskivrt.csv,2022-06-23
Geoportal gradski vrt,geoportal-gradski-vrt,GEOJSON,Geoportal gradski vrtovi,https://opendata.arcgis.com/api/v3/datasets/9858b1819a914c6ba0fedd0069f2d861_1/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-01-10
Geoportal gradski vrt Point,geoportal-gradski-vrt-point,CSV,Gradski vrt point,https://opendata.arcgis.com/api/v3/datasets/3df175d45719402fa2526013a897e43e_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-26
Geoportal gradski vrt Point,geoportal-gradski-vrt-point,GEOJSON,Gradski vrt point,https://opendata.arcgis.com/api/v3/datasets/3df175d45719402fa2526013a897e43e_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-26
Geoportal granice dopuštenog držanja domaćih životinja,geoportal-granice-dopustenog-drzanja-domacih-zivotinja,CSV,Geoportal granice dopuštenog držanja domaćih životinja,https://data.zagreb.hr/dataset/9e4088ee-8438-41b8-a9f3-a2771e3c96e6/resource/42a3daa7-e0d4-415b-98b2-635b7504c1e5/download/geoportalgranicedopustenogdrzanjadomacihzivotinja.csv,2022-06-23
Geoportal granice dopuštenog držanja domaćih životinja,geoportal-granice-dopustenog-drzanja-domacih-zivotinja,GEOJSON,Geoportal granice dopuštenog držanja domaćih životinja,https://opendata.arcgis.com/api/v3/datasets/7e93637c72ac4c278c69ad5260611c39_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-01-10
Geoportal granice općine 1981.,geoportal-granice-opcine-1981,CSV,Granice općine 1981.,https://opendata.arcgis.com/api/v3/datasets/82f77003cb2b44448b88f653365aced4_1/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-26
Geoportal granice općine 1981.,geoportal-granice-opcine-1981,GEOJSON,Granice općine 1981.,https://opendata.arcgis.com/api/v3/datasets/82f77003cb2b44448b88f653365aced4_1/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-26
Geoportal javna sportska igrališta,geoportal-javna-igralista,CSV,Geoportal javna igrališta,https://opendata.arcgis.com/api/v3/datasets/8e2abb22194b4595965d2056f31ff66e_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-09-25
Geoportal javna sportska igrališta,geoportal-javna-igralista,GEOJSON,Geoportal javna igrališta,https://opendata.arcgis.com/api/v3/datasets/8e2abb22194b4595965d2056f31ff66e_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-09-25
Geoportal kultura,geoportal-kultura,CSV,Kulturne ustanove,https://opendata.arcgis.com/api/v3/datasets/83db22aeb39441ec84911ee94f26e746_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-26
Geoportal kultura,geoportal-kultura,GEOJSON,Kulturne ustanove,https://opendata.arcgis.com/api/v3/datasets/83db22aeb39441ec84911ee94f26e746_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-26
Geoportal nacionalne manjine,geoportal-nacionalne-manjine,CSV,Nacionalne manjine u gradu Zagrebu,https://opendata.arcgis.com/api/v3/datasets/fc306ba2709f4e0992506f5707cae28a_3/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal nacionalne manjine,geoportal-nacionalne-manjine,GEOJSON,Nacionalne manjine u gradu Zagrebu,https://opendata.arcgis.com/api/v3/datasets/fc306ba2709f4e0992506f5707cae28a_3/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal nadležna institucija,geoportal-nadlezna-institucija,CSV,Nadležne institucije,https://opendata.arcgis.com/api/v3/datasets/81ae155978074414a306970b07fcde95_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-26
Geoportal nadležna institucija,geoportal-nadlezna-institucija,GEOJSON,Nadležne institucije,https://opendata.arcgis.com/api/v3/datasets/81ae155978074414a306970b07fcde95_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-26
Geoportal pješačka zona,geoportal-pjesacka-zona,CSV,Geoportal pješačka zona,https://opendata.arcgis.com/api/v3/datasets/3aabf37d1d8b497c970dcddc21ed9612_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal pješačka zona,geoportal-pjesacka-zona,GEOJSON,Geoportal pješačka zona,https://opendata.arcgis.com/api/v3/datasets/3aabf37d1d8b497c970dcddc21ed9612_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal planirana namjena 2023,geoportal-planirana-namjena-2023,CSV,Geoportal planirana namjena 2023.,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Geoportal_planirana_namjena/FeatureServer/replicafilescache/Geoportal_planirana_namjena_4806714435578682239.csv,2024-09-13
Geoportal planirana namjena 2023,geoportal-planirana-namjena-2023,GEOJSON,Geoportal planirana namjena 2023.,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/Geoportal_planirana_namjena/FeatureServer/replicafilescache/Geoportal_planirana_namjena_6350745258229595456.geojson,2024-09-13
Geoportal policija,geoportal-policija,CSV,Geoportal policija,https://opendata.arcgis.com/api/v3/datasets/30d4d80d445a46d99f2f802814d70833_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal policija,geoportal-policija,GEOJSON,Geoportal policija,https://opendata.arcgis.com/api/v3/datasets/30d4d80d445a46d99f2f802814d70833_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal program zaštite divljači,geoportal-program-zastite-divljaci,CSV,Geoportal program zaštite divljači,https://opendata.arcgis.com/api/v3/datasets/96a059b8909a4d70b81bbbae9d883a25_5/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal program zaštite divljači,geoportal-program-zastite-divljaci,GEOJSON,Geoportal program zaštite divljači,https://opendata.arcgis.com/api/v3/datasets/96a059b8909a4d70b81bbbae9d883a25_5/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal reklamne zone,geoportal-reklamne-zone,CSV,Geoportal Reklamne zone,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/reklame_zone/FeatureServer/replicafilescache/reklame_zone_-3130175671777865305.csv,2024-09-16
Geoportal reklamne zone,geoportal-reklamne-zone,GEOJSON,Geoportal Reklamne zone,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/reklame_zone/FeatureServer/replicafilescache/reklame_zone_2728511115862526392.geojson,2024-09-16
Geoportal taxi stajališta,geoportal-taxi-stajalista,CSV,Geoportal taxi stajališta,https://opendata.arcgis.com/api/v3/datasets/c2a3ae87380b472d9b7e72f31cd296da_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal taxi stajališta,geoportal-taxi-stajalista,GEOJSON,Geoportal taxi stajališta,https://opendata.arcgis.com/api/v3/datasets/c2a3ae87380b472d9b7e72f31cd296da_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal urbanistička dokumentacija 1985.,geoportal-urbanisticka-dokumentacija-1985,CSV,Geoportal urbanistička dokumentacija 1985.,https://opendata.arcgis.com/api/v3/datasets/97ae29f3062f41d49fff06cb2735841d_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal urbanistička dokumentacija 1985.,geoportal-urbanisticka-dokumentacija-1985,GEOJSON,Geoportal urbanistička dokumentacija 1985.,https://opendata.arcgis.com/api/v3/datasets/97ae29f3062f41d49fff06cb2735841d_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal urbanistička dokumentacija 1995.,geoportal-urbanisticka-dokumentacija-1995,CSV,Geoportal urbanistička dokumentacija 1995.,https://opendata.arcgis.com/api/v3/datasets/13ee9a4045aa4666a6cdee54ade5cb59_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal urbanistička dokumentacija 1995.,geoportal-urbanisticka-dokumentacija-1995,GEOJSON,Geoportal urbanistička dokumentacija 1995.,https://opendata.arcgis.com/api/v3/datasets/13ee9a4045aa4666a6cdee54ade5cb59_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-27
Geoportal vatrogasci,geoportal-vatrogasci,CSV,Geoportal vatrogasci,https://opendata.arcgis.com/api/v3/datasets/11ac9ebf240e4d2382ef7fd0b16ef9ac_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2022-12-09
Geoportal vatrogasci,geoportal-vatrogasci,GEOJSON,Geoportal vatrogasci,https://opendata.arcgis.com/api/v3/datasets/11ac9ebf240e4d2382ef7fd0b16ef9ac_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-01-11
Geoportal zajednička lovišta,geoportal-zajednicka-lovista,CSV,Geoportal zajednička lovišta,https://opendata.arcgis.com/api/v3/datasets/d87e492a5c994e04b47b1eaa7a06699d_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-28
Geoportal zajednička lovišta,geoportal-zajednicka-lovista,GEOJSON,Geoportal zajednička lovišta,https://opendata.arcgis.com/api/v3/datasets/d87e492a5c994e04b47b1eaa7a06699d_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-28
Geoportal zone rezerviranih parkirališnih mjesta,geoportal-zone-rezerviranih-parkiralisnih-mjesta,CSV,Geoportal zone rezerviranih parkirališnih mjesta,https://opendata.arcgis.com/api/v3/datasets/04e3d79e90b04167a6efa8d277e5a482_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-28
Geoportal zone rezerviranih parkirališnih mjesta,geoportal-zone-rezerviranih-parkiralisnih-mjesta,GEOJSON,Geoportal zone rezerviranih parkirališnih mjesta,https://opendata.arcgis.com/api/v3/datasets/04e3d79e90b04167a6efa8d277e5a482_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-28
Geoportal Željeznička stajališta HŽ,zeljeznicka-stajalista-hz,GEOJSON,Geoportal Željeznička stajališta HŽ,https://data.zagreb.hr/dataset/d0886c88-cdc8-43fa-ac94-67a8d128d0c2/resource/af3dbe3e-68fd-4862-bb6a-e39790f76dce/download/data.geojson,2026-08-01
Geoportal željeznička stajališta HŽ,geoportal-zeljeznicka-stajalista-hz,CSV,Geoportal željeznička stajališta HŽ,https://opendata.arcgis.com/api/v3/datasets/6b38cc81f6d14bd0a43da91bc98b8ccc_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-28
Geoportal željeznička stajališta HŽ,geoportal-zeljeznicka-stajalista-hz,GEOJSON,Geoportal željeznička stajališta HŽ,https://opendata.arcgis.com/api/v3/datasets/6b38cc81f6d14bd0a43da91bc98b8ccc_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-28
Gerontološki centri Grada Zagreba,gerontoloski-centri-grada-zagreba,CSV,Gerontološki centri Grada Zagreba,https://data.zagreb.hr/dataset/385ee98e-bf20-4aba-bffb-73e26dbdce0b/resource/4b789b6b-9848-4e04-bac2-9427b072c410/download/gernitoloski-centri-gz-kontakti-.csv,2023-03-03
Godišnji izvještaj o izvršenju proračuna Grada Zagreba za 2016.,godisnji-izvjestaj-o-izvrsenju-proracuna-grada-zagreba-za-2016,CSV,Prihodi - Ostvarenje 2016. Grad Zagreb,https://data.zagreb.hr/dataset/84b4fd75-33f7-4136-a933-99d1eea92306/resource/47d08198-373e-43b9-a611-9b672b93191d/download/prihodi-ostvarenje-2016.-grad-zg.csv,2018-07-19
Godišnji izvještaj o izvršenju proračuna Grada Zagreba za 2016.,godisnji-izvjestaj-o-izvrsenju-proracuna-grada-zagreba-za-2016,CSV,Prihodi - Ostvarenje 2016. Proračunski korisnici,https://data.zagreb.hr/dataset/84b4fd75-33f7-4136-a933-99d1eea92306/resource/f688d3f3-4ce6-47b3-9b94-d8b7b3b55279/download/prihodi-ostvarenje-2016.-proraunski-korisnici.csv,2018-07-19
Godišnji izvještaj o izvršenju proračuna Grada Zagreba za 2016.,godisnji-izvjestaj-o-izvrsenju-proracuna-grada-zagreba-za-2016,CSV,Rashodi - Izvršenje 2016. - Grad Zagreb,https://data.zagreb.hr/dataset/84b4fd75-33f7-4136-a933-99d1eea92306/resource/e7034e7c-6e2e-4cf2-b0dd-3515fcc7e293/download/rashodi-izvrenje-2016-grad-zg.csv,2018-07-19
Godišnji izvještaj o izvršenju proračuna Grada Zagreba za 2016.,godisnji-izvjestaj-o-izvrsenju-proracuna-grada-zagreba-za-2016,CSV,Rashodi - Izvršenje 2016. - Proračunski korisnici,https://data.zagreb.hr/dataset/84b4fd75-33f7-4136-a933-99d1eea92306/resource/b94d7677-aa83-4fdf-b770-ffd2d86611c0/download/rashodi-izvrenje-2016-proraunski-korisnici.csv,2018-07-19
Godišnji izvještaj o izvršenju proračuna Grada Zagreba za 2017.,godisnji-izvjestaj-o-izvrsenju-proracuna-grada-zagreba-za-2017,CSV,Prihodi - Ostvarenje 2017. Grad Zagreb,https://data.zagreb.hr/dataset/614a2f91-c3c8-4eb4-8a9f-2673252ff110/resource/10e90b7c-6347-4f3d-9865-52cfb81cd674/download/prihodi-ostvarenje-2017.-grad-zg.csv,2018-07-19
Godišnji izvještaj o izvršenju proračuna Grada Zagreba za 2017.,godisnji-izvjestaj-o-izvrsenju-proracuna-grada-zagreba-za-2017,CSV,Prihodi - Ostvarenje 2017. Proračunski korisnici,https://data.zagreb.hr/dataset/614a2f91-c3c8-4eb4-8a9f-2673252ff110/resource/847ead13-f421-4fb5-9fbd-4fd536bfa092/download/prihodi-ostvarenje-2017.-proraunski-korisnici.csv,2018-07-19
Godišnji izvještaj o izvršenju proračuna Grada Zagreba za 2017.,godisnji-izvjestaj-o-izvrsenju-proracuna-grada-zagreba-za-2017,CSV,Rashodi - Izvršenje 2017. - Grad Zagreb,https://data.zagreb.hr/dataset/614a2f91-c3c8-4eb4-8a9f-2673252ff110/resource/0e6305a1-04c0-42ad-925c-29201ec1e3a5/download/rashodi-izvrenje-2017-grad-zg.csv,2018-07-19
Godišnji izvještaj o izvršenju proračuna Grada Zagreba za 2017.,godisnji-izvjestaj-o-izvrsenju-proracuna-grada-zagreba-za-2017,CSV,Rashodi - Izvršenje 2017. - Proračunski korisnici,https://data.zagreb.hr/dataset/614a2f91-c3c8-4eb4-8a9f-2673252ff110/resource/0d4225cc-9ef8-40f9-a5cf-12f90f867f16/download/rashodi-izvrenje-2017.-proraunski-korisnici.csv,2018-07-19
Gradska skupština Grada Zagreba,gradska-skupstina-grada-zagreba,CSV,Političke stranke u Gradskoj skupštini Grada Zagreba,https://data.zagreb.hr/dataset/d0d80264-71c8-44a5-906c-eb44795752ac/resource/bf000fb8-ab4f-489d-893d-3edfa353d3b0/download/politike-stranke-u-gradskoj-skuptini-grada-zagreba-csv.csv,2026-03-30
Gradska skupština Grada Zagreba,gradska-skupstina-grada-zagreba,CSV,Statistički podaci o raspodjeli mandata u Gradskoj skupštini,https://data.zagreb.hr/dataset/d0d80264-71c8-44a5-906c-eb44795752ac/resource/80adf0ba-fdad-4804-b664-248442207145/download/statistiki-podaci-o-raspodjeli-mandata-u-gradskoj-skuptini-csv.csv,2026-06-23
Gradska skupština Grada Zagreba,gradska-skupstina-grada-zagreba,CSV,Podaci o gradskim zastupnicima/cama,https://data.zagreb.hr/dataset/d0d80264-71c8-44a5-906c-eb44795752ac/resource/b8bc32a8-4396-4e74-8072-84b3b5d1423a/download/podaci-o-gradskim-zastupnicima-csv.csv,2026-07-10
Gradska skupština Grada Zagreba,gradska-skupstina-grada-zagreba,CSV,Predsjednici Gradske skupštine,https://data.zagreb.hr/dataset/d0d80264-71c8-44a5-906c-eb44795752ac/resource/df0accb0-98c3-4d1d-afd7-ecfb30796610/download/predsjednici-gradske-skuptine.csv,2025-06-25
Gradski vrtići Grada Zagreba - kontakt podaci,gradski_vrtici_grada_zagreba,CSV,Gradski vrtići Grada Zagreba - kontakt podaci,https://data.zagreb.hr/dataset/10f10ce2-44a0-4a2c-96f5-249f218b3d21/resource/2773b849-6783-491d-a4d2-3a63c5d2bfe5/download/data.csv,2026-09-02
Gradski vrtići Grada Zagreba - kontakt podaci,gradski_vrtici_grada_zagreba,JSON,Gradski vrtići Grada Zagreba - kontakt podaci,https://data.zagreb.hr/dataset/10f10ce2-44a0-4a2c-96f5-249f218b3d21/resource/ef3f6fc2-d648-4dba-a7b2-f7e8990d8cd0/download/data.json,2026-09-02
Grafiti na javnim i privatnim površinama,grafiti-na-javnim-povrsinama,CSV,Grafiti - na javim i privatnim površinama,https://data.zagreb.hr/dataset/f2001566-39dc-417c-a30b-4cc113873a6d/resource/524ca334-5e78-4473-9607-84493de4c270/download/grafiti.csv,2023-04-04
Hitne intervencije na području Grada Zagreba,hitne-intervencije-na-podrucju-grada-zagreba,CSV,2013,https://data.zagreb.hr/dataset/79abdda1-6873-43dc-8a8f-d2fc70e88a7e/resource/7dafcaaa-5bf1-446e-8f19-18686d5d69de/download/intervencije2013s.csv,2016-06-30
Hitne intervencije na području Grada Zagreba,hitne-intervencije-na-podrucju-grada-zagreba,CSV,2014,https://data.zagreb.hr/dataset/79abdda1-6873-43dc-8a8f-d2fc70e88a7e/resource/c6b01a4f-c78f-47e8-9d04-2a4de0126029/download/intervencije2014s.csv,2016-06-30
Hitne intervencije na području Grada Zagreba,hitne-intervencije-na-podrucju-grada-zagreba,CSV,2015,https://data.zagreb.hr/dataset/79abdda1-6873-43dc-8a8f-d2fc70e88a7e/resource/c978f97a-f0da-4efd-8376-4b50deb2b01a/download/intervencije2015s.csv,2016-06-30
Imovinsko-pravni ugovori,imovinsko-pravni-ugovori-2022,CSV,Imovinsko pravni ugovori 2024,https://data.zagreb.hr/dataset/795dfae2-4df0-4695-ae13-87ffa2621dc6/resource/184f283e-1d5e-4518-887a-00ecc9de6f45/download/imovinsko-pravni-ugovori_2024.csv,2025-12-30
Imovinsko-pravni ugovori,imovinsko-pravni-ugovori-2022,CSV,Imovinsko-pravni ugovori 2023,https://data.zagreb.hr/dataset/795dfae2-4df0-4695-ae13-87ffa2621dc6/resource/9500d9e9-23af-48fa-81d2-0d5fd18d6066/download/imovinsko-pravni-ugovori-2023.csv,2024-12-30
Imovinsko-pravni ugovori,imovinsko-pravni-ugovori-2022,CSV,Imovinsko-pravni ugovori 2022,https://data.zagreb.hr/dataset/795dfae2-4df0-4695-ae13-87ffa2621dc6/resource/71c4adc6-f372-42db-bd07-bdb5557655fb/download/imovinsko-pravni-ugovori-2022podregistar-01-i-02.csv,2023-03-28
Izgrađene prometnice u Gradu Zagrebu,izgradene-ceste-u-gradu-zagrebu,CSV,Evidencija izgrađenih cesta 2020 - 2024,https://data.zagreb.hr/dataset/187fec4c-76b5-4bc8-b141-9d0621433c2f/resource/41909d11-e9b6-409f-8da3-60607f58e16f/download/evidencija-izgraenih-cesta-2020-2024-csv.csv,2025-04-28
Izvješće o tržištu nekretnina Grada Zagreba,ukupan-promet-nekretnina,CSV,Ukupan promet nekretnina 2024,https://data.zagreb.hr/dataset/6b9455e8-ac67-4dbc-b1ec-58266a9f7495/resource/1fdc8c52-326a-4d30-b494-12681ab07686/download/ukupan-promet-nekretnina-2024.csv,2025-12-30
Izvješće o tržištu nekretnina Grada Zagreba,ukupan-promet-nekretnina,CSV,Ukupan promet nekretnina 2023,https://data.zagreb.hr/dataset/6b9455e8-ac67-4dbc-b1ec-58266a9f7495/resource/0fc8f986-151f-422e-a385-c72c348c14ae/download/ukupan-promet-nekretnina-2023.csv,2025-01-03
